,0,1,2,3,4,5,6,7,8
0,-1.3717491158191504,-0.9886215941955309,-0.7192924247435762,-0.5155510094773513,-0.3867071323909139,-0.3283024256018161,-0.31663793712868415,-0.3162282495583956,0.0
1,-1.2252516374306974,-0.9812588064256251,-0.7192727049880422,-0.5155510093452279,-0.3867071323909139,-0.3283024256018161,-0.31663793712868415,-0.3162282495583956,8.636168555094445e-78
2,-1.0787541590422445,-0.9591704431159077,-0.7189769086550319,-0.5155509756537499,-0.38670713239091353,-0.3283024256018161,-0.31663793712868415,-0.3162282495583956,1.0
3,-0.7857592022653385,-0.8708169898770384,-0.7142441673268685,-0.5155423506353656,-0.3867071323680084,-0.3283024256018161,-0.31663793712868415,-0.3162282495583956,1.157920892373162e+77
4,-0.4927642454884326,-0.7235612344789227,-0.693735621571493,-0.5153290928278624,-0.386707117345667,-0.32830242560181605,-0.31663793712868415,-0.3162282495583956,1.3900845237714473e+122
5,0.0932256680653792,-0.2523428172049528,-0.5220948694034288,-0.5023386651385928,-0.3866538014416783,-0.3283024247895325,-0.31663793712868415,-0.3162282495583956,8.636168555094449e+178
6,0.3862206248422851,0.07161984467090164,-0.3103835739902464,-0.45874034720819756,-0.3857211270883547,-0.32830214794547546,-0.3166379371286621,-0.3162282495583956,1.6096079122395561e+199
7,0.679215581619191,0.4544848087060023,0.03826170385113426,-0.3205646776849177,-0.3750919005012929,-0.3282638950823882,-0.31663793670434004,-0.3162282495583956,2.2135954000460487e+216
8,0.972210538396097,0.8962520749003492,0.5730614739336142,0.051914858907234074,-0.28832889521520905,-0.3255383675053132,-0.31663575337933686,-0.316228249557025,1.552518092300709e+231
9,1.2652054951730027,1.3969216432539422,1.3508086321951558,0.9404441278192043,0.2609414144197998,-0.20851040641164573,-0.31253623399220376,-0.31622341414116467,1.9323349832288915e+244
10,1.5582004519499086,1.9564935137667818,2.4358684606987833,2.866809141244827,3.1083899567131525,3.160429369743435,3.1622754839766474,3.1622776601653544,1.0000000000000005e+256
